id,display name,username,weight,num_tweets,engagement
1364385078302932996,,fevrdad,0.2156402895,1,11042
1470522307399622659,,Scottyrice09,0.2153048678,1,10978
1324825975264337927,,talesoftao,0.2142881206,1,10784
1760035446611206144,,pumpolinsky,0.2142881206,1,10784
943911776625811456,,Simulacra333,0.2138583615,1,10702
1392828966642278403,,Jack__XRP,0.2136854096,1,10669
426783672,,varimotrades,0.2135491445,1,10643
451001655,,0xcarro,0.2134652891,1,10627
1231187121307697157,,sunxliao,0.2128625781,1,10512
950943354061185025,,FrankRizz07,0.2128154095,1,10503
1825074969149358080,,Batmanactive,0.2127472769,1,10490
1467710613258481665,,CryptoEnAfrique,0.2124118552,1,10426
1847179896910434304,,Magentalabs_io,0.2119087226,1,10330
356999123,,LordBadshot,0.2117462526,1,10299
1554827123491082241,,0xelonmoney,0.2112588429,1,10206
1630194909905928192,,TheBullRunAngel,0.2111959513,1,10194
1483420953820418048,,Gojo_Research,0.2110334814,1,10163
703306572638887938,,CelticMatheus,0.2102368548,1,10011
1448579636376576000,,lianyanshe,0.209906674,1,9948
1917656063383400448,,SN65_TPN,0.2093878185,1,9849
1496037299397660686,,invisiblegigles,0.2085283002,1,9685
1715725602659917824,,dontcallmebobbi,0.2084811316,1,9676
1597986625384062982,,Altcoinist_com,0.2076530591,1,9518
2165293682,,geezer_btc,0.2075692037,1,9502
1895032167744315392,,indexy_xyz,0.207527276,1,9494
1871033860978561024,,mwa_ia,0.2074748663,1,9484
18719363,,Axilo,0.2074696254,1,9483
1083147769,,Robin25461631,0.2074434205,1,9478
1501638114887888897,,Suleman72514927,0.207228541,1,9437
1347335187823292416,,resdegen,0.2070975169,1,9412
1909284702139092992,,candlestao,0.2069507698,1,9384
1600776647417876480,,cot_research,0.206631071,1,9323
1722685055447773184,,kantianum,0.2065210107,1,9302
482477197,,CryptoastMedia,0.2065000469,1,9298
1389528418920935424,,TheDollarsCryp1,0.2056876973,1,9143
1934454744841613313,,taocity_,0.2047023959,1,8955
1389461775612006407,,StevenParrinel1,0.204387938,1,8895
389163111,,Jsnackman2,0.2038848054,1,8799
1043413955312533504,,BGameAlliance,0.2038166729,1,8786
1732434054346063872,,eseckkk,0.2037118536,1,8766
1356288204605947904,,getcel_ai,0.2036122753,1,8747
1630084316146417664,,RokoNetwork,0.2033659499,1,8700
1785441009809195008,,Rondo_ina_Condo,0.2025536004,1,8545
1889341513353555968,,Nrltq_Research,0.2024225762,1,8520
888138921649070083,,Samira20650322,0.2023544437,1,8507
1437463799347531782,,sershokunin,0.2017884195,1,8399
1649165210312114181,,WestTexian,0.2016364315,1,8370
1870154923079266304,,softest_100,0.2010284796,1,8254
1426885630219456513,,cryptogics,0.2006930578,1,8190
888540418006294530,,gastontaylor25,0.2004257686,1,8139
208851654,,renwei8066,0.2000589011,1,8069
1173983894514716673,,dens_club,0.2000274553,1,8063
1679833109821358080,,Mhenzee,0.1999907686,1,8056
1481595073234186240,,Chris_Hutch7,0.1997968529,1,8019
21259900,,JNGross,0.1996815516,1,7997
1539526474167902209,,Anubis_Crypto_,0.1992622745,1,7917
1091791346581553153,,BabblerBestBets,0.1982979369,1,7733
1436090670050066440,,LizaFlux,0.1982402863,1,7722
913274240,,rick_shares,0.197993961,1,7675
906821635814064128,,TauShaman,0.1978157682,1,7641
1372905525839601666,,3DMax_Virtuals,0.1977581176,1,7630
927543724632047616,,Danny_Crypton,0.1972864307,1,7540
899350803068145664,,TheCrypticWolf1,0.1963116113,1,7354
1540214882209071104,,trading_digits,0.1963116113,1,7354
1343591510810488833,,cryptosplashbro,0.1960862498,1,7311
1640161219771334659,,The0xRaider,0.1958870931,1,7273
1776624690976395264,,misokeik,0.195609322,1,7220
1917810807699857409,,basedAlbert1,0.1955883581,1,7216
2761606470,,SS_2402,0.1954363701,1,7187
156990004,,JiRaYa_OG,0.1954311292,1,7186
1871541072901611520,,EyeGentX,0.1954101653,1,7182
984760135582142469,,tylerdurdeth,0.1952162496,1,7145
2963117727,,taostrioti,0.1950642616,1,7116
1457778371690065926,,lexaMoon_crypto,0.194859864,1,7077
1461159617241575424,,SinCityCrypto1,0.1947969724,1,7065
1725217436,,_olaige,0.1945296832,1,7014
148035623,,esper1971,0.194262394,1,6963
1732096464313012224,,pr_validator,0.193822153,1,6879
1424275360250748928,,game_for_one,0.1931617914,1,6753
2593373279,,swissfedaykin,0.1931617914,1,6753
1734354291387990016,,douglas002508,0.1931146227,1,6744
